Date,Open,High,Low,Close,Volume
2018-05-08,92.26,92.71,91.92,92.55,1159876
2018-05-09,92.13,92.86,91.92,92.16,1665275
2018-05-10,90.64,92.25,90.33,91.49,2321878
2018-05-11,91.32,91.43,90.71,90.89,3302381
2018-05-14,89.95,90.45,87.89,88.79,1010547
2018-05-15,89.52,90.34,88.76,89.16,2399433
2018-05-16,88.78,91.41,88.54,90.47,2029293
2018-05-17,89.55,90.75,89.1,90.24,4410331
2018-05-18,90.26,91.21,89.28,89.6,2994848
2018-05-21,88.19,88.72,87.25,87.99,1063146
2018-05-22,87.28,87.67,85.8,86.77,4511449
2018-05-23,87.18,88.03,86.46,86.9,3016950
2018-05-24,87.05,88.08,86.19,87.59,3729201
2018-05-25,86.75,87.22,85.27,85.83,2414447
2018-05-28,86.76,87.46,86.6,86.97,4458332
2018-05-29,88.58,90.11,87.89,89.27,3180122
2018-05-30,88.74,89.57,87.8,88.31,1716177
2018-05-31,88.73,89.69,88.08,89.29,2217895
2018-06-01,89.93,90.26,88.7,89.59,3636859
2018-06-04,87.04,87.7,86.6,87.21,4115209
2018-06-05,87.78,89.18,86.88,88.61,1559865
2018-06-06,88.0,88.23,85.65,86.4,2051497
2018-06-07,90.2,91.02,89.71,90.23,4019332
2018-06-08,89.29,89.91,88.69,89.42,1479177
2018-06-11,90.01,90.53,89.68,90.19,4115377
2018-06-12,89.76,90.1,88.78,89.99,2491476
2018-06-13,88.15,88.48,87.49,88.24,3241687
2018-06-14,89.91,90.86,89.82,89.86,1521317
2018-06-15,89.91,90.22,89.24,89.57,4826562
2018-06-18,91.88,92.05,90.97,91.59,4973095
2018-06-19,90.15,90.99,90.09,90.53,3746974
2018-06-20,91.88,92.41,91.86,92.1,2508797
2018-06-21,90.52,90.95,90.07,90.91,4926888
2018-06-22,90.84,91.48,90.51,91.15,3024676
2018-06-25,93.45,94.0,92.8,93.23,1072828
2018-06-26,91.93,92.48,91.47,91.73,1647937
2018-06-27,92.04,92.39,91.08,91.25,2008449
2018-06-28,91.03,92.74,90.34,92.3,2399782
2018-06-29,91.26,92.88,90.75,91.92,3152304
2018-07-02,90.62,91.0,89.33,89.53,4365801
2018-07-03,89.22,90.0,88.9,89.74,1358635
2018-07-04,88.32,88.56,87.61,88.2,3320545
2018-07-05,89.39,90.17,89.31,89.71,1086569
2018-07-06,88.3,89.3,88.15,88.54,1984131
2018-07-09,89.93,90.94,89.86,90.73,1681132
2018-07-10,89.22,89.93,87.72,88.54,4555307
2018-07-11,88.97,88.99,87.71,88.46,1683850
2018-07-12,90.02,90.44,88.83,89.58,4597948
2018-07-13,88.44,89.34,87.72,88.56,1122537
2018-07-16,88.34,88.69,87.67,88.36,3150958
2018-07-17,90.11,90.67,88.86,89.33,2966340
2018-07-18,89.11,89.32,87.96,88.6,4746008
2018-07-19,88.28,89.45,88.24,88.71,2333040
2018-07-20,88.12,88.2,87.5,88.15,4486843
2018-07-23,89.94,90.92,89.17,90.07,2831716
2018-07-24,88.09,88.94,87.59,88.74,2221793
2018-07-25,85.75,87.77,85.39,86.9,4340488
2018-07-26,87.78,88.13,87.12,87.39,4456453
2018-07-27,87.38,88.65,86.74,87.93,2010065
2018-07-30,87.86,88.18,86.78,87.47,3977229
2018-07-31,88.41,89.32,87.39,88.26,3642194
2018-08-01,87.66,87.79,86.15,86.49,3166989
2018-08-02,88.15,88.42,87.39,88.24,2711143
2018-08-03,87.88,88.37,86.75,87.31,1945424
2018-08-06,87.64,88.21,86.75,88.13,1218811
2018-08-07,89.11,89.31,88.55,89.08,2958754
2018-08-08,90.09,91.03,89.1,89.61,1639068
2018-08-09,88.83,89.81,87.64,88.21,3708521
2018-08-10,88.72,89.42,87.97,89.04,2859024
2018-08-13,88.75,89.84,87.79,88.92,4111290
2018-08-14,88.73,89.27,87.68,87.75,2371242
2018-08-15,90.56,91.06,90.51,90.79,4663175
2018-08-16,89.52,90.22,88.57,89.5,2955904
2018-08-17,91.22,91.88,89.16,89.69,1991596
2018-08-20,90.6,91.59,89.56,90.17,3020148
2018-08-21,91.36,92.64,90.88,92.37,2160675
2018-08-22,93.42,94.09,92.86,92.96,2724038
2018-08-23,93.03,93.08,91.84,92.61,4934084
2018-08-24,92.83,93.11,92.08,93.0,1085015
2018-08-27,90.73,91.71,90.42,91.71,3726427
2018-08-28,90.2,91.26,89.89,90.26,1578621
2018-08-29,90.11,91.56,89.28,90.76,4885546
2018-08-30,91.46,92.25,90.4,90.48,4138832
2018-08-31,92.12,92.63,90.93,91.82,3050276
2018-09-03,92.04,92.92,91.78,92.62,4322899
2018-09-04,92.02,92.52,91.43,92.37,3809858
2018-09-05,93.59,94.02,92.66,93.74,1650660
2018-09-06,93.88,94.55,93.2,94.17,2779417
2018-09-07,95.55,96.77,95.14,96.01,3016142
2018-09-10,96.76,97.3,95.36,96.05,1393522
2018-09-11,96.27,96.35,95.66,96.01,1350639
2018-09-12,94.96,95.77,94.69,95.76,3691207
2018-09-13,95.29,95.39,93.69,94.69,4250060
2018-09-14,95.47,95.88,94.04,94.79,4813295
2018-09-17,94.33,96.83,93.69,95.89,4971586
2018-09-18,96.5,97.13,95.78,96.13,3627776
2018-09-19,95.76,96.56,95.55,95.59,1374344
2018-09-20,94.32,96.27,94.29,95.8,3827678
2018-09-21,93.98,95.25,93.43,94.88,2327976
2018-09-24,93.96,94.07,92.61,93.38,3851957
2018-09-25,94.07,94.94,93.14,93.68,3278041
2018-09-26,94.82,95.61,92.73,93.57,2548496
2018-09-27,93.91,94.08,93.2,93.23,1295863
2018-09-28,93.93,94.45,93.46,93.83,4974177
2018-10-01,94.48,94.97,93.66,93.9,3142856
2018-10-02,93.15,93.77,92.33,92.78,1816445
2018-10-03,92.97,93.91,92.56,92.64,3439287
2018-10-04,92.19,93.02,91.23,92.44,2389068
2018-10-05,91.72,92.8,91.5,92.26,1226884
2018-10-08,91.78,92.71,90.86,92.66,2216424
2018-10-09,93.85,93.91,91.57,91.99,4417932
2018-10-10,93.76,94.83,92.77,94.64,4617536
2018-10-11,94.96,95.22,94.41,95.19,4144792
2018-10-12,93.8,94.97,92.87,94.22,4021311
2018-10-15,92.61,93.33,91.91,91.91,3840622
2018-10-16,93.95,94.08,91.67,92.42,1312067
2018-10-17,93.3,94.38,92.4,93.54,1078563
2018-10-18,94.23,94.54,94.09,94.38,4805118
2018-10-19,97.61,99.18,97.51,98.88,2138355
2018-10-22,97.89,99.16,97.47,98.91,2737225
2018-10-23,99.38,99.94,98.45,99.57,1937243
2018-10-24,100.62,100.88,99.59,100.13,3196856
2018-10-25,101.08,102.4,100.55,101.91,2310333
2018-10-26,100.63,101.04,100.36,100.5,3207386
2018-10-29,101.03,103.54,101.03,102.55,2372407
2018-10-30,100.92,100.98,100.01,100.82,3133643
2018-10-31,99.98,101.67,99.89,101.52,3848061
2018-11-01,100.62,100.68,99.95,100.58,4001519
2018-11-02,100.37,100.99,99.34,100.26,4491650
2018-11-05,101.91,102.43,101.7,102.38,4019437
2018-11-06,100.62,101.45,99.94,100.6,2069024
2018-11-07,101.08,102.18,101.0,101.67,1504393
2018-11-08,100.01,100.53,99.28,99.88,2362270
2018-11-09,100.04,100.61,98.91,99.08,4719310
2018-11-12,99.53,100.55,98.79,100.38,3380742
2018-11-13,100.58,100.78,100.27,100.57,1338723
2018-11-14,99.37,99.69,97.92,98.38,3837901
2018-11-15,99.07,99.66,98.36,98.96,1901111
2018-11-16,99.52,99.73,98.75,98.92,4231343
2018-11-19,98.31,98.42,97.36,98.11,3114253
2018-11-20,98.74,99.71,97.75,98.06,1983682
2018-11-21,98.55,98.57,97.39,98.05,1290160
2018-11-22,98.83,99.63,97.46,97.62,4820020
2018-11-23,100.45,101.24,99.39,100.08,4583597
2018-11-26,102.02,102.35,101.89,102.05,1614769
2018-11-27,99.02,99.15,98.36,98.78,3674242
2018-11-28,98.88,99.47,98.63,99.32,2842557
2018-11-29,97.81,99.47,97.07,98.77,1210005
2018-11-30,98.52,100.13,98.26,99.49,4826450
2018-12-03,97.84,99.37,96.96,98.59,2620706
2018-12-04,98.65,99.59,97.03,97.92,1046539
2018-12-05,99.28,100.44,99.08,99.75,2606581
2018-12-06,99.1,100.95,98.48,100.79,4069252
2018-12-07,99.13,99.38,97.76,97.85,1770569
2018-12-10,98.11,98.95,97.45,97.84,3513384
2018-12-11,97.95,98.16,97.02,97.74,2234848
2018-12-12,98.03,98.1,96.08,96.74,4619212
2018-12-13,99.44,100.14,98.62,99.24,4599231
2018-12-14,99.26,99.66,98.75,99.03,1115042
2018-12-17,97.69,100.14,97.31,99.22,3225074
2018-12-18,97.98,100.3,97.87,99.65,1092447
2018-12-19,100.81,101.37,100.09,101.28,4491274
2018-12-20,102.1,103.67,101.6,102.72,2353327
2018-12-21,100.19,101.5,99.48,101.24,4304421
2018-12-24,100.14,100.47,99.67,99.92,4158551
2018-12-25,101.51,101.91,100.74,101.06,2078562
2018-12-26,100.65,100.85,100.31,100.8,3743122
2018-12-27,100.88,102.13,100.85,101.64,4734341
2018-12-28,102.06,102.19,101.71,102.05,4655847
2018-12-31,101.27,101.67,99.46,100.26,4535797
2019-01-01,100.45,100.94,99.55,100.59,3347628
2019-01-02,98.46,99.23,97.2,97.72,4203499
2019-01-03,96.68,97.49,96.22,96.69,2103549
2019-01-04,96.48,97.61,96.45,97.46,3083305
2019-01-07,95.58,95.95,93.66,94.53,2718626
2019-01-08,96.98,97.49,96.96,97.11,4971267
2019-01-09,95.91,96.33,94.96,96.17,4727904
2019-01-10,95.13,96.92,94.64,96.13,2583820
2019-01-11,94.81,95.63,94.47,94.92,4232567
2019-01-14,96.74,97.0,95.82,96.81,3022307
2019-01-15,94.55,95.78,94.53,95.41,1167605
2019-01-16,96.34,96.49,95.76,96.39,2012714
2019-01-17,96.28,96.91,95.7,96.25,3613906
2019-01-18,95.21,95.66,94.99,95.54,3022314
2019-01-21,95.72,96.7,94.08,94.51,2149707
2019-01-22,95.04,97.1,94.39,96.32,2378314
2019-01-23,95.1,95.83,94.38,95.44,3809413
2019-01-24,95.49,96.07,95.34,95.34,1535807
2019-01-25,95.14,97.0,94.21,96.09,1686475
2019-01-28,94.66,95.39,94.5,94.84,1983770
2019-01-29,96.47,96.65,95.4,95.64,3098984
2019-01-30,96.99,98.8,96.73,98.42,1958872
2019-01-31,96.67,97.51,95.73,95.77,2530217
2019-02-01,98.53,99.18,97.92,98.05,4783938
2019-02-04,96.04,96.95,95.06,96.29,3202626
2019-02-05,97.1,97.97,96.32,96.64,3691155
2019-02-06,96.21,97.8,96.09,96.91,1858267
2019-02-07,97.55,98.46,96.33,96.44,4743382
2019-02-08,96.96,97.06,95.48,96.2,1037570
2019-02-11,95.92,96.5,95.06,95.95,1481193
2019-02-12,96.46,97.2,95.47,95.72,3759127
2019-02-13,95.05,96.14,95.03,95.39,4184039
2019-02-14,96.17,96.84,95.94,96.23,2400965
2019-02-15,96.51,96.68,95.43,95.49,1627475
2019-02-18,95.62,97.02,95.52,96.22,4955594
2019-02-19,96.99,97.71,96.28,96.71,4232607
2019-02-20,97.29,97.67,97.06,97.59,1540027
2019-02-21,96.83,98.39,96.32,97.93,3163354
2019-02-22,98.99,99.16,98.63,98.89,3195732
2019-02-25,96.68,98.08,95.73,97.74,2797355
2019-02-26,97.46,97.64,96.56,97.62,4225327
2019-02-27,98.26,98.66,97.39,97.95,1689009
2019-02-28,97.76,98.8,97.4,98.25,1755724
2019-03-01,98.08,100.04,97.7,99.42,1964949
2019-03-04,97.85,99.51,97.44,98.84,2689634
2019-03-05,99.57,100.8,98.84,99.96,4447342
2019-03-06,98.93,99.15,98.0,98.45,4482837
2019-03-07,100.02,100.14,98.13,98.99,3096539
2019-03-08,100.09,100.94,98.63,99.58,2436052
2019-03-11,99.91,100.07,98.95,99.29,3801133
2019-03-12,100.03,101.01,99.44,100.01,4537553
2019-03-13,101.03,102.05,100.94,101.21,4047582
2019-03-14,101.11,103.25,100.91,102.75,4931067
2019-03-15,102.85,104.59,102.44,103.6,2687164
2019-03-18,103.76,103.86,102.5,102.71,1300141
2019-03-19,104.77,105.07,103.03,103.9,1191012
2019-03-20,103.03,103.89,102.87,103.25,1696084
2019-03-21,103.68,104.13,103.22,103.78,1884237
2019-03-22,103.83,104.76,103.03,103.64,1162776
2019-03-25,104.08,104.15,103.01,103.7,3481498
2019-03-26,104.13,104.68,103.53,103.91,2470183
2019-03-27,103.93,104.52,102.78,103.65,3029371
2019-03-28,105.57,106.23,104.96,105.53,4104379
2019-03-29,104.8,105.05,102.9,103.34,1766230
2019-04-01,103.86,104.98,103.8,104.62,3099678
2019-04-02,104.75,106.14,104.29,105.29,4039342
2019-04-03,105.32,105.55,104.5,105.35,2908347
2019-04-04,106.11,107.0,105.49,106.17,3064284
2019-04-05,106.75,107.31,105.37,106.21,2317294
2019-04-08,106.59,108.39,106.1,107.63,3368029
2019-04-09,105.75,107.54,105.63,106.83,1312434
2019-04-10,106.76,106.97,106.02,106.04,3432089
2019-04-11,105.56,106.36,105.26,105.79,1036051
2019-04-12,106.11,107.21,105.41,106.34,3113061
2019-04-15,106.46,106.89,104.65,105.44,1482898
2019-04-16,105.12,106.08,104.78,105.08,2125914
2019-04-17,105.55,106.0,104.53,105.03,2908440
2019-04-18,105.56,105.7,104.73,105.15,4666279
2019-04-19,104.76,105.15,104.29,104.7,4436005
2019-04-22,104.21,105.16,103.71,103.94,4852659
2019-04-23,103.45,104.51,103.31,104.19,3700502
2019-04-24,103.91,105.37,103.72,104.5,4327708
2019-04-25,103.37,104.32,103.32,103.44,1404494
2019-04-26,103.57,103.92,102.94,103.14,1373690
2019-04-29,104.6,104.68,103.08,103.09,4721474
2019-04-30,103.4,104.12,102.15,102.77,4078921
2019-05-01,101.2,101.51,99.51,99.82,3022862
2019-05-02,100.41,101.52,99.44,100.73,4987575
2019-05-03,99.04,101.08,98.85,100.64,1746447
2019-05-06,99.98,100.59,99.64,100.1,3937744
2019-05-07,101.34,102.11,100.07,100.43,4462271
2019-05-08,102.28,102.79,102.27,102.41,1811730
2019-05-09,102.34,102.84,101.51,102.4,3329098
2019-05-10,102.17,102.55,101.87,101.9,1677551
2019-05-13,100.42,101.52,99.48,101.15,4595908
2019-05-14,101.76,102.68,100.87,102.15,2212740
2019-05-15,100.56,102.24,100.03,101.43,3186559
2019-05-16,101.54,101.9,100.42,100.96,4352057
2019-05-17,101.63,102.16,99.14,99.8,1497165
2019-05-20,100.65,101.62,100.27,100.95,4732529
2019-05-21,101.38,102.81,100.73,102.54,1837529
2019-05-22,102.4,103.06,102.35,102.79,4044935
2019-05-23,103.49,104.42,102.62,102.67,2718340
2019-05-24,104.61,105.33,103.43,103.89,3560390
2019-05-27,102.61,104.77,102.06,104.2,3656638
2019-05-28,103.7,104.51,102.81,103.86,2273871
2019-05-29,103.23,103.47,103.13,103.44,2035702
2019-05-30,103.51,104.13,102.65,103.47,2885005
2019-05-31,104.11,104.62,102.4,102.61,4093348
2019-06-03,102.06,103.95,101.67,103.41,1978536
2019-06-04,103.44,103.8,102.68,103.0,4934339
2019-06-05,105.0,105.08,104.39,104.79,2050595
2019-06-06,106.27,106.46,105.6,105.75,1605743
2019-06-07,107.93,108.88,107.12,107.63,1740599
2019-06-10,107.26,107.67,105.62,106.42,3246928
2019-06-11,107.79,108.61,107.34,108.14,2197678
2019-06-12,108.3,108.35,107.64,108.13,3486179
2019-06-13,110.18,110.64,109.33,110.6,3953029
2019-06-14,109.86,110.57,108.57,109.28,3957135
2019-06-17,108.52,109.86,108.03,109.32,1003420
2019-06-18,108.3,108.8,107.41,107.67,3943459
2019-06-19,105.97,107.08,105.08,106.84,3275877
2019-06-20,106.02,106.77,104.01,104.58,1541028
2019-06-21,104.67,105.08,104.45,104.92,4473135
2019-06-24,103.96,105.28,103.69,105.09,2678653
2019-06-25,105.82,106.28,103.99,104.79,2013368
2019-06-26,106.61,107.57,106.57,107.28,1982063
2019-06-27,107.69,108.9,106.7,108.66,3640905
2019-06-28,107.14,107.79,106.2,106.33,1444648
2019-07-01,107.23,107.88,106.0,106.79,4674147
2019-07-02,105.97,106.79,105.39,105.79,1534940
2019-07-03,107.28,107.7,104.74,105.23,3555341
2019-07-04,108.07,108.43,107.19,108.36,4888131
2019-07-05,108.84,109.11,108.02,108.43,3406967
2019-07-08,108.23,109.21,107.13,107.67,4391017
2019-07-09,106.69,107.28,106.39,106.44,3186494
2019-07-10,108.16,109.64,108.15,108.93,4427043
2019-07-11,108.1,108.11,106.62,106.87,2265777
2019-07-12,109.3,109.82,107.81,108.49,2308396
2019-07-15,107.47,108.21,107.35,108.17,2235340
2019-07-16,106.73,108.32,106.61,107.75,1058541
2019-07-17,106.76,107.7,106.34,106.78,3106622
2019-07-18,106.78,107.75,105.61,106.26,2032657
2019-07-19,106.99,108.02,106.28,107.48,2765280
2019-07-22,107.35,108.31,107.17,107.85,3665748
2019-07-23,104.51,107.27,104.43,106.32,3016719
2019-07-24,106.17,106.84,104.49,105.43,2987406
2019-07-25,106.06,106.12,105.68,105.94,3232821
2019-07-26,106.47,106.93,105.54,106.4,4772856
2019-07-29,106.99,107.59,106.13,107.35,1161860
2019-07-30,106.62,107.26,105.85,106.79,4079676
2019-07-31,105.0,105.46,104.8,104.97,2098053
2019-08-01,105.42,106.0,104.45,105.27,3729701
2019-08-02,106.34,107.18,105.57,106.83,1626754
2019-08-05,104.9,105.71,104.31,105.55,1295215
2019-08-06,106.25,107.79,105.91,107.28,3560971
2019-08-07,106.74,108.62,106.48,107.79,4600867
2019-08-08,108.67,109.33,107.56,107.68,1070560
2019-08-09,108.78,109.12,107.78,108.29,3039331
2019-08-12,110.62,111.56,109.51,110.1,1779680
2019-08-13,112.48,113.39,110.98,111.34,4931294
2019-08-14,112.13,112.34,111.57,112.04,4596436
2019-08-15,112.52,114.14,112.16,114.1,4570714
2019-08-16,113.7,114.44,111.93,112.57,4484634
2019-08-19,115.26,116.08,113.94,114.84,2215047
2019-08-20,114.27,115.24,114.05,114.21,3611447
2019-08-21,115.17,116.06,114.26,114.64,4390141
2019-08-22,115.99,116.59,115.44,115.58,2237087
2019-08-23,114.05,114.58,112.6,113.23,2978649
2019-08-26,113.23,113.26,112.08,112.81,2575233
2019-08-27,110.64,110.89,109.34,110.28,2420683
2019-08-28,109.94,110.4,109.01,109.29,4374357
2019-08-29,111.02,112.33,110.07,111.7,3884112
2019-08-30,112.23,113.64,112.17,113.08,4254534
2019-09-02,112.34,113.45,111.74,112.7,4307114
2019-09-03,114.24,114.7,114.18,114.42,1627267
2019-09-04,112.53,114.03,111.64,113.46,1935551
2019-09-05,111.07,111.42,110.54,111.34,4951908
2019-09-06,110.22,112.03,109.55,111.62,2083685
2019-09-09,111.66,112.41,110.57,111.4,4683935
2019-09-10,111.52,112.87,111.37,112.18,2358218
2019-09-11,109.04,110.6,109.01,109.61,2366528
2019-09-12,109.69,109.97,108.58,109.46,3833304
2019-09-13,108.53,109.03,107.11,107.42,4740457
2019-09-16,107.92,109.2,107.8,108.87,3473139
2019-09-17,108.71,109.15,108.21,108.68,3603927
2019-09-18,107.77,108.69,107.17,107.84,2385140
2019-09-19,107.17,107.92,107.14,107.23,4567850
2019-09-20,107.0,107.88,105.77,106.05,2418167
2019-09-23,106.42,107.79,106.39,107.58,3561854
2019-09-24,107.34,109.01,106.92,108.14,4212624
2019-09-25,105.49,107.51,104.59,107.45,2152007
2019-09-26,107.31,108.2,105.4,106.38,1415162
2019-09-27,105.84,106.83,105.21,106.5,2619884
2019-09-30,105.7,106.01,104.86,105.02,4351066
2019-10-01,105.7,106.21,104.31,105.22,4662643
2019-10-02,105.21,106.15,103.55,104.07,3905745
2019-10-03,103.32,104.64,103.17,104.59,1027738
2019-10-04,101.27,102.93,100.34,102.58,4805013
2019-10-07,104.83,106.13,104.08,105.28,4547407
2019-10-08,105.68,106.07,104.35,105.08,1057153
2019-10-09,104.7,105.43,103.99,105.23,4884036
2019-10-10,104.4,104.82,103.35,103.55,1061009
2019-10-11,103.93,105.19,103.72,104.81,2922946
2019-10-14,104.36,105.45,103.67,104.53,3983130
2019-10-15,104.08,104.85,103.86,104.08,1484469
2019-10-16,105.57,106.34,105.13,105.83,4842640
2019-10-17,105.05,106.04,104.18,104.97,4464143
2019-10-18,104.75,105.22,103.32,104.11,1796229
2019-10-21,105.33,105.39,103.08,103.54,4494002
2019-10-22,101.84,102.1,100.49,101.29,1071942
2019-10-23,99.88,101.59,99.04,101.16,3215217
2019-10-24,101.48,101.65,100.83,101.5,4421837
2019-10-25,102.26,104.48,102.03,103.53,2324453
2019-10-28,102.55,103.31,102.22,102.5,1446439
2019-10-29,103.26,103.53,102.76,103.08,4535054
2019-10-30,103.52,104.91,103.4,104.32,2568366
2019-10-31,106.94,107.66,105.91,106.18,1682286
2019-11-01,107.57,108.71,107.36,107.77,1684143
2019-11-04,108.41,109.29,107.41,107.87,1607648
2019-11-05,106.9,107.47,105.99,106.95,4313194
2019-11-06,105.28,106.06,105.1,105.2,4516250
2019-11-07,105.33,106.25,104.61,105.69,3817308
2019-11-08,104.81,105.64,104.13,105.08,1290431
2019-11-11,103.73,103.84,103.59,103.68,4227832
2019-11-12,102.23,102.36,101.25,102.17,4831524
2019-11-13,101.26,101.97,100.69,101.44,2397636
2019-11-14,103.12,104.14,102.76,103.87,2794268
2019-11-15,103.48,104.62,102.73,104.6,4612511
2019-11-18,103.74,104.46,103.2,103.46,2529275
2019-11-19,105.39,105.84,104.7,105.8,2838196
2019-11-20,106.14,106.74,104.68,104.72,2664069
2019-11-21,104.97,105.51,104.03,104.87,1232321
2019-11-22,106.46,108.28,106.01,107.31,1137837
2019-11-25,107.33,107.81,105.79,106.43,1444842
2019-11-26,105.8,105.86,105.23,105.45,1744067
2019-11-27,105.87,106.61,105.2,106.06,3239031
2019-11-28,104.75,105.59,103.26,104.03,3107356
2019-11-29,103.55,104.55,102.63,103.1,2796538
2019-12-02,104.05,105.07,103.44,104.64,3810456
2019-12-03,105.04,106.26,104.58,105.94,2877128
2019-12-04,104.79,105.7,103.84,104.74,1102903
2019-12-05,106.13,106.32,105.29,105.79,1415874
2019-12-06,105.23,105.85,104.14,104.98,3920665
2019-12-09,104.76,105.17,103.61,104.41,1780975
2019-12-10,104.31,104.35,103.11,103.52,2607850
2019-12-11,102.87,103.36,102.64,103.01,3962906
2019-12-12,102.97,103.24,102.41,102.81,2929827
2019-12-13,101.73,102.96,100.91,102.27,3671744
2019-12-16,102.15,103.1,101.84,102.06,2900600
2019-12-17,102.57,102.84,101.65,102.17,4466420
2019-12-18,102.63,103.44,100.72,101.53,4125493
2019-12-19,101.05,101.15,100.69,101.1,4506319
2019-12-20,100.31,100.85,99.49,100.13,2612850
2019-12-23,101.3,101.37,100.49,100.74,1336239
2019-12-24,102.1,103.03,101.82,101.92,2140170
